,Hãng xe,Tên xe,Giá (VNĐ),Năm sản xuất,Dòng xe,Số chỗ ngồi,Nguyên liệu,Dung tích (L),Xuất xứ,Hộp số
5466,Hyundai, Accent 1.4 MT - 2022,"418,000,000",2022,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tay
5467,Toyota, Innova E 2.0 MT - 2022,"720,000,000",2022,Crossover,8 ,Xăng,2.0,Lắp ráp trong nước,Số tay
5468,Hyundai, i10 1.2 AT - 2022,"420,000,000",2022,Sedan,5 ,Xăng,1.25,Lắp ráp trong nước,Số tự động
5469,Mazda, CX8 Premium AWD - 2022,"1,179,000,000",2022,SUV,6 ,Xăng,2.5,Lắp ráp trong nước,Số tự động
5470,Mazda, 3 1.5L Premium - 2023,"739,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5471,Ford, Territory Titanium X 1.5 AT - 2023,"890,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5472,Isuzu, MU-X Premium 1.9 4X4 AT - 2023,"1,135,000,000",2023,SUV,7 ,Dầu,1.9,Nhập khẩu,Số tự động
5473,Toyota, Corolla Cross 1.8V - 2023,"846,000,000",2023,SUV,5 ,Xăng,1.8,Nhập khẩu,Số tự động
5474,Ford, Everest Titanium 2.0L 4x2 AT - 2023,"1,239,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5475,Hyundai, Accent 1.4 MT Tiêu Chuẩn - 2023,"411,000,000",2023,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tay
5476,Hyundai, i10 1.2 MT Tiêu Chuẩn - 2023,"350,000,000",2023,Hatchback,5 ,Xăng,1.25,Lắp ráp trong nước,Số tay
5477,Hyundai, Elantra 2.0 AT Cao cấp - 2023,"729,000,000",2023,Sedan,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5478,Hyundai, SantaFe Cao cấp 2.5L HTRAC - 2023,"1,225,000,000",2023,SUV,7 ,Xăng,2.5,Lắp ráp trong nước,Số tự động
5479,Hyundai, Tucson 2.0 AT Tiêu chuẩn - 2023,"825,000,000",2023,Crossover,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5480,Hyundai, Creta Tiêu chuẩn 1.5 AT - 2023,"610,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5481,Hyundai, Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2023,"1,045,000,000",2023,Crossover,5 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5482,Hyundai, Stargazer Đặc biệt 1.5 AT - 2023,"550,000,000",2023,Van/Minivan,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5483,Hyundai, Tucson 2.0 AT Đặc biệt - 2023,"940,000,000",2023,Crossover,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5484,Hyundai, Stargazer Tiêu chuẩn 1.5 AT - 2022,"510,000,000",2022,Van/Minivan,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5485,Mitsubishi, Attrage 1.2 CVT - 2023,"426,000,000",2023,Sedan,5 ,Xăng,1.2,Nhập khẩu,Số tự động
5486,Hyundai, Creta Tiêu chuẩn 1.5 AT - 2023,"599,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5487,Hyundai, Tucson 2.0 AT Đặc biệt - 2023,"915,000,000",2023,Crossover,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5488,Toyota, Corolla Cross 1.8V - 2022,"863,000,000",2022,SUV,5 ,Xăng,1.8,Nhập khẩu,Số tự động
5489,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"965,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5490,Ford, Territory Titanium X 1.5 AT - 2023,"884,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5491,VinFast, VF8 Eco - 2022,"830,000,000",2022,SUV,5 ,Điện,0.2,Lắp ráp trong nước,Số tự động
5492,Mitsubishi, Triton 4x2 AT - 2022,"650,000,000",2022,Bán tải / Pickup,5 ,Dầu,2.4,Nhập khẩu,Số tự động
5493,Mitsubishi, Xpander Premium 1.5 AT - 2022,"648,000,000",2022,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5494,Mitsubishi, Xpander 1.5 AT - 2022,"648,000,000",2022,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5495,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,400,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5496,Ford, Territory Titanium 1.5 AT - 2023,"839,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5497,Mitsubishi, Xpander Premium 1.5 AT - 2022,"648,000,000",2022,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5498,Mitsubishi, Attrage 1.2 MT - 2022,"371,000,000",2022,Sedan,5 ,Xăng,1.2,Nhập khẩu,Số tay
5499,Mitsubishi, Attrage Premium 1.2 CVT - 2022,"490,000,000",2022,Sedan,5 ,Xăng,1.2,Nhập khẩu,Số tự động
5500,Mitsubishi, Attrage Premium 1.2 CVT - 2022,"490,000,000",2022,Sedan,5 ,Xăng,1.2,Nhập khẩu,Số tự động
5501,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"630,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5502,Toyota, Fortuner 2.7L 4x4 AT - 2023,"1,319,000,000",2023,SUV,7 ,Xăng,2.7,Nhập khẩu,Số tự động
5503,Toyota, Fortuner 2.7L 4x2 AT - 2023,"1,299,000,000",2023,SUV,7 ,Xăng,2.7,Nhập khẩu,Số tự động
5504,Toyota, Hilux 2.4L 4x2 AT - 2023,"852,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.4,Nhập khẩu,Số tự động
5505,Toyota, Hilux 2.4L 4x2 AT - 2023,"860,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.4,Nhập khẩu,Số tự động
5506,Kia, K3 Premium 1.6 AT - 2022,"654,000,000",2022,Sedan,5 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5507,Ford, Territory Titanium X 1.5 AT - 2023,"901,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5508,Ford, Territory Trend 1.5 AT - 2023,"772,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5509,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,423,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5510,Ford, Everest Titanium 2.0L 4x2 AT - 2023,"1,240,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5511,Ford, Territory Trend 1.5 AT - 2023,"772,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5512,Hyundai, Accent 1.4 AT Đặc Biệt - 2023,"510,000,000",2023,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tự động
5513,Hyundai, SantaFe Cao cấp 2.5L HTRAC - 2023,"1,230,000,000",2023,SUV,7 ,Xăng,2.5,Lắp ráp trong nước,Số tự động
5514,Hyundai, SantaFe Cao cấp 2.2L HTRAC - 2023,"1,200,000,000",2023,SUV,7 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5515,Honda, CRV G - 2023,"915,000,000",2023,SUV,7 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5516,Toyota, Veloz Cross Top 1.5 CVT - 2023,"698,000,000",2023,SUV,7 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5517,Toyota, Veloz Cross 1.5 CVT - 2023,"658,000,000",2023,SUV,7 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5518,Ford, Everest Titanium 2.0L 4x2 AT - 2023,"1,286,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5519,Kia, K3 GT 1.6 AT Turbo - 2022,"769,000,000",2022,Sedan,5 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5520,Mitsubishi, Pajero Sport 2.4D 4x2 AT - 2022,"1,130,000,000",2022,SUV,7 ,Dầu,2.4,Nhập khẩu,Số tự động
5521,Mitsubishi, Triton Athlete 4x2 AT - 2022,"780,000,000",2022,Bán tải / Pickup,5 ,Dầu,2.4,Nhập khẩu,Số tự động
5522,Mitsubishi, Attrage 1.2 CVT - 2022,"465,000,000",2022,Sedan,5 ,Xăng,1.2,Nhập khẩu,Số tự động
5523,Mitsubishi, Outlander 2.0 CVT - 2023,"825,000,000",2023,SUV,7 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5524,Mitsubishi, Xpander Cross 1.5 AT - 2023,"680,000,000",2023,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5525,BMW, 3 Series 320i Sport Line - 2023,"1,519,000,000",2023,Sedan,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5526,Kia, K5 Luxury 2.0 AT - 2022,"859,000,000",2022,Sedan,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5527,Mitsubishi, Xpander 1.5 AT - 2023,"598,000,000",2023,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5528,Peugeot, 3008 AL - 2023,"1,050,000,000",2023,Crossover,5 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5529,Toyota, Vios E 1.5 MT - 2023,"469,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tay
5530,Toyota, Camry 2.0Q - 2023,"1,185,000,000",2023,Sedan,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5531,Toyota, Veloz Cross Top 1.5 CVT - 2023,"645,000,000",2023,SUV,7 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5532,Nissan, Navara Pro-4X 2.3 AT 4WD - 2022,"810,000,000",2022,Bán tải / Pickup,5 ,Dầu,2.3,Nhập khẩu,Số tự động
5533,Suzuki, XL7 1.5 AT - 2022,"530,000,000",2022,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5534,Peugeot, 5008 GT 1.6 AT - 2022,"1,254,000,000",2022,SUV,7 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5535,Toyota, Corolla Cross 1.8V - 2022,"770,000,000",2022,SUV,5 ,Xăng,1.8,Nhập khẩu,Số tự động
5536,VinFast, VF8 Eco - 2022,"830,000,000",2022,SUV,5 ,Điện,0.2,Lắp ráp trong nước,Số tự động
5537,Hyundai, Creta Đặc biệt 1.5 AT - 2023,"641,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5538,Mitsubishi, Xpander Cross 1.5 AT - 2023,"698,000,000",2023,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5539,Mitsubishi, Attrage 1.2 CVT - 2022,"424,000,000",2022,Sedan,5 ,Xăng,1.2,Nhập khẩu,Số tự động
5540,Hyundai, Accent 1.4 AT Đặc Biệt - 2023,"502,000,000",2023,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tự động
5541,VinFast, VF8 Eco - 2022,"830,000,000",2022,SUV,5 ,Điện,0.2,Lắp ráp trong nước,Số tự động
5542,VinFast, VF8 Eco - 2022,"830,000,000",2022,SUV,5 ,Điện,0.2,Lắp ráp trong nước,Số tự động
5543,Hyundai, Elantra 1.6 AT Tiêu chuẩn - 2023,"560,000,000",2023,Sedan,5 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5544,Ford, Everest Sport 2.0L 4x2 AT - 2023,"1,148,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5545,Kia, Sportage Signature X-Line 2.0D - 2022,"999,000,000",2022,Crossover,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5546,VinFast, VF8 Plus - 2022,"1,007,000,000",2022,SUV,5 ,Điện,0.2,Lắp ráp trong nước,Số tự động
5547,Ford, Ranger XLT 2.0L 4x4 AT - 2023,"790,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5548,Mitsubishi, Xpander Premium 1.5 AT - 2022,"605,000,000",2022,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5549,Mitsubishi, Triton Athlete 4x2 AT - 2022,"845,000,000",2022,Bán tải / Pickup,5 ,Dầu,2.4,Nhập khẩu,Số tự động
5550,Ford, Ranger XLS 2.0L 4x4 AT - 2023,"720,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5551,Peugeot, 2008 Active 1.2 AT - 2022,"755,000,000",2022,Crossover,5 ,Xăng,1.2,Lắp ráp trong nước,Số tự động
5552,Isuzu, QKR 270 Thùng bạt - 2023,"565,000,000",2023,Truck,3 ,Dầu,0,Lắp ráp trong nước,Số tay
5553,Ford, Ranger XLS 2.0L 4x4 AT - 2023,"710,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5554,Ford, Territory Titanium 1.5 AT - 2023,"909,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5555,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"900,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5556,Ford, Territory Trend 1.5 AT - 2023,"822,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5557,Ford, Everest Sport 2.0L 4x2 AT - 2023,"1,166,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5558,Ford, Ranger XLS 2.0L 4x4 AT - 2023,"726,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5559,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"645,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5560,Ford, Ranger XLS 2.0L 4x4 AT - 2023,"726,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5561,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"645,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5562,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"900,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5563,Ford, Territory Titanium 1.5 AT - 2023,"850,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5564,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,468,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5565,Honda, City RS 1.5 AT - 2023,"548,000,000",2023,Sedan,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5566,Hyundai, i10 1.2 AT - 2023,"407,000,000",2023,Hatchback,5 ,Xăng,1.25,Lắp ráp trong nước,Số tự động
5567,Hyundai, Accent 1.4 AT - 2023,"463,000,000",2023,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tự động
5568,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,400,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5569,Peugeot, 2008 GT Line 1.2 AT - 2023,"812,000,000",2023,Crossover,5 ,Xăng,1.2,Lắp ráp trong nước,Số tự động
5570,Ford, Territory Titanium X 1.5 AT - 2023,"895,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5571,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,400,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5572,Ford, Territory Titanium X 1.5 AT - 2023,"895,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5573,Ford, Territory Titanium X 1.5 AT - 2023,"880,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5574,Toyota, Innova E 2.0 MT - 2023,"715,000,000",2023,Crossover,8 ,Xăng,2.0,Lắp ráp trong nước,Số tay
5575,Peugeot, 3008 GT - 2022,"1,149,000,000",2022,Crossover,5 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5576,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"895,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5577,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"895,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5578,Toyota, Fortuner 2.7L 4x2 AT - 2023,"1,169,000,000",2023,SUV,7 ,Xăng,2.7,Nhập khẩu,Số tự động
5579,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"895,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5580,Ford, Everest Wildtrak - 2023,"1,506,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5581,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"979,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5582,Hyundai, County - 2023,"1,540,000,000",2023,Van/Minivan,29 ,Dầu,0,Lắp ráp trong nước,Số tay
5583,Hyundai, Mighty N250 Đông Lạnh - 2023,"700,000,000",2023,Truck,3 ,Dầu,0,Lắp ráp trong nước,Số tay
5584,Kia, Carnival Premium 2.2D - 2022,"1,439,000,000",2022,Van/Minivan,7 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5585,Kia, Sportage Luxury 2.0G - 2023,"909,000,000",2023,Crossover,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5586,Kia, Carnival Signature 2.2D - 2022,"1,529,000,000",2022,Van/Minivan,7 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5587,Ford, Everest Titanium 2.0L 4x2 AT - 2023,"1,299,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5588,Kia, Carnival Luxury 2.2D - 2022,"1,289,000,000",2022,Van/Minivan,8 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5589,Kia, Carnival Premium 2.2D - 2022,"1,439,000,000",2022,Van/Minivan,7 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5590,Kia, Carnival Premium 2.2D - 2022,"1,439,000,000",2022,Van/Minivan,7 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5591,Honda, HRV RS - 2023,"871,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5592,Hyundai, Universe Galaxy VIP - 2019,"1,100,000,000",2019,Van/Minivan,30 ,Dầu,0,Nhập khẩu,Số tay
5593,Ford, Territory Titanium X 1.5 AT - 2023,"884,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5594,Hyundai, Elantra 1.6 AT Đặc biệt - 2023,"619,000,000",2023,Sedan,5 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5595,Hyundai, SantaFe Tiêu chuẩn 2.5L - 2023,"1,095,000,000",2023,SUV,7 ,Xăng,2.5,Lắp ráp trong nước,Số tự động
5596,Ford, Everest Titanium 2.0L 4x2 AT - 2023,"1,286,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5597,Mitsubishi, Attrage 1.2 CVT - 2022,"436,000,000",2022,Sedan,5 ,Xăng,1.2,Nhập khẩu,Số tự động
5598,Ford, Territory Titanium 1.5 AT - 2023,"834,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5599,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,422,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5600,Hyundai, Accent 1.4 AT Đặc Biệt - 2023,"510,000,000",2023,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tự động
5601,Hyundai, i10 1.2 AT - 2023,"412,000,000",2023,Hatchback,5 ,Xăng,1.25,Lắp ráp trong nước,Số tự động
5602,Hyundai, Creta Đặc biệt 1.5 AT - 2023,"648,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5603,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"925,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5604,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,438,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5605,Hyundai, Accent 1.4 MT Tiêu Chuẩn - 2023,"402,000,000",2023,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tay
5606,Mitsubishi, Xpander 1.5 AT - 2023,"658,000,000",2023,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5607,Hyundai, Mighty 110SP Mui Bạt 7 Tấn - 2023,"725,000,000",2023,Truck,3 ,Dầu,0,Lắp ráp trong nước,Số tay
5608,Hyundai," Porter Ben 1,3 tấn - 2023","480,000,000",2023,Truck,3 ,Dầu,0,Lắp ráp trong nước,Số tay
5609,Ford, Territory Titanium X 1.5 AT - 2023,"879,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5610,Ford, Everest Sport 2.0L 4x2 AT - 2023,"1,178,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5611,Hyundai, Tucson 2.0 AT Đặc biệt - 2023,"930,000,000",2023,Crossover,5 ,Xăng,2.0,Lắp ráp trong nước,Số tự động
5612,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"642,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5613,Ford, Ranger Raptor 2.0L 4x4 AT - 2023,"1,269,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Nhập khẩu,Số tự động
5614,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,419,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5615,Mitsubishi, Xpander Cross 1.5 AT - 2023,"698,000,000",2023,SUV,7 ,Xăng,1.5,Nhập khẩu,Số tự động
5616,Ford, Territory Trend 1.5 AT - 2023,"762,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5617,Subaru, Forester 2.0i-S EyeSight - 2022,"999,000,000",2022,SUV,5 ,Xăng,2.0,Nhập khẩu,Số tự động
5618,Ford, Territory Titanium 1.5 AT - 2023,"850,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5619,VinFast, VF5 Plus - 2023,"420,000,000",2023,SUV,5 ,Điện,0,Lắp ráp trong nước,Số tự động
5620,Ford, Territory Titanium 1.5 AT - 2023,"909,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5621,Hyundai, i10 1.2 MT Tiêu Chuẩn - 2023,"339,000,000",2023,Hatchback,5 ,Xăng,1.25,Lắp ráp trong nước,Số tay
5622,Peugeot, 2008 GT Line 1.2 AT - 2023,"817,000,000",2023,Crossover,5 ,Xăng,1.2,Lắp ráp trong nước,Số tự động
5623,Hyundai, Porter H150 Bửng Nâng - 2023,"465,000,000",2023,Truck,3 ,Dầu,0,Lắp ráp trong nước,Số tay
5624,Hyundai, Mighty 75S Thùng Đông Lạnh - 2023,"890,000,000",2023,Truck,3 ,Dầu,0,Lắp ráp trong nước,Số tay
5625,Hyundai, SantaFe Cao cấp 2.2L HTRAC - 2022,"1,183,000,000",2022,SUV,7 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5626,Hyundai, Creta Tiêu chuẩn 1.5 AT - 2023,"599,000,000",2023,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5627,Ford, Territory Titanium X 1.5 AT - 2023,"909,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5628,Hyundai, Accent 1.4 MT - 2022,"412,000,000",2022,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tay
5629,Nissan, Almera VL 1.0 CVT Cao cấp - 2023,"555,000,000",2023,Sedan,5 ,Xăng,1.0,Nhập khẩu,Số tự động
5630,Ford, Ranger XLS 2.0L 4x2 AT - 2023,"653,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tự động
5631,Hyundai, Creta Tiêu chuẩn 1.5 AT - 2022,"567,000,000",2022,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5632,MG, ZS Comfort 1.5 AT 2WD - 2022,"538,000,000",2022,Crossover,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5633,Mitsubishi, Triton 4x2 AT - 2022,"595,000,000",2022,Bán tải / Pickup,5 ,Dầu,2.4,Nhập khẩu,Số tự động
5634,Hyundai, Accent 1.4 AT Đặc Biệt - 2023,"482,000,000",2023,Sedan,5 ,Xăng,1.4,Lắp ráp trong nước,Số tự động
5635,Toyota, Yaris G 1.5 AT - 2023,"645,000,000",2023,Hatchback,5 ,Xăng,1.5,Nhập khẩu,Số tự động
5636,Kia, K3 Luxury 1.6 AT - 2022,"597,000,000",2022,Sedan,5 ,Xăng,1.6,Lắp ráp trong nước,Số tự động
5637,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,420,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5638,Ford, Everest Titanium Plus 2.0L 4x4 AT - 2023,"1,409,000,000",2023,SUV,7 ,Dầu,2.0,Nhập khẩu,Số tự động
5639,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"900,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5640,Ford, Territory Trend 1.5 AT - 2023,"771,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5641,Ford, Transit Tiêu chuẩn - 2023,"810,000,000",2023,Van/Minivan,16 ,Dầu,2.2,Lắp ráp trong nước,Số tay
5642,Ford, Territory Titanium 1.5 AT - 2023,"858,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5643,Ford, Territory Titanium 1.5 AT - 2023,"859,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5644,Toyota, Hilux 2.4L 4x2 AT - 2023,"852,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.4,Nhập khẩu,Số tự động
5645,Kia, Sorento Signature 2.5 AT AWD - 2023,"1,259,000,000",2023,SUV,6 ,Xăng,2.5,Lắp ráp trong nước,Số tự động
5646,Ford, Territory Titanium 1.5 AT - 2023,"899,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5647,Ford, Ranger Wildtrak 2.0L 4x4 AT - 2023,"965,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.0,Lắp ráp trong nước,Số tự động
5648,Ford, Territory Titanium X 1.5 AT - 2023,"954,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5649,Ford, Territory Trend 1.5 AT - 2023,"822,000,000",2023,SUV,5 ,Xăng,1.5,Lắp ráp trong nước,Số tự động
5650,Isuzu, NQR 550 - 2022,"790,000,000",2022,Truck,3 ,Dầu,0,Lắp ráp trong nước,Số tay
5651,Ford, Ranger XL 2.0L 4x4 MT - 2023,"659,000,000",2023,Bán tải / Pickup,5 ,Dầu,2.2,Lắp ráp trong nước,Số tay
